"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","response","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"html-keyboard-response","10","54624","0.0-10.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","54783","0.0-11.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","12","55029","0.0-12.0","","243.30000001192093","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","false","VmiyXDDM7SJW0dzN","125.28750000000001","3.89","true","true","false","192.75","6","545.032","","","","","","",""
"html-keyboard-response","13","55533","0.0-13.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","14","55690","0.0-14.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=864.8515535369336 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=700.6015535369336 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=543.6484464630664 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=379.3984464630664 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","56301","0.0-15.0","","606.9000000059605","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=864.8515535369336 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=700.6015535369336 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=543.6484464630664 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=379.3984464630664 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","VmiyXDDM7SJW0dzN","160.60155353693358","4.99","true","false","false","192.75","6","545.032","","","","","","",""
"html-keyboard-response","16","56804","0.0-16.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=864.8515535369336 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=700.6015535369336 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=543.6484464630664 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=379.3984464630664 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","56962","0.0-17.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1250.3515535369336 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=700.6015535369336 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=929.1484464630664 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=379.3984464630664 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","18","57504","0.0-18.0","","539.1000000238419","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1250.3515535369336 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=700.6015535369336 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=929.1484464630664 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=379.3984464630664 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","VmiyXDDM7SJW0dzN","160.60155353693358","4.99","false","false","false","192.75","6","545.032","","","","","","",""
"html-keyboard-response","19","58007","0.0-19.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1250.3515535369336 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=700.6015535369336 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=929.1484464630664 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=379.3984464630664 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","20","58164","0.0-20.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=864.8515535369336 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=700.6015535369336 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=543.6484464630664 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=379.3984464630664 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","21","58574","0.0-21.0","","406.39999997615814","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=864.8515535369336 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=700.6015535369336 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=543.6484464630664 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=379.3984464630664 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","VmiyXDDM7SJW0dzN","160.60155353693358","4.99","true","true","false","192.75","6","545.032","","","","","","",""
"html-keyboard-response","22","59385","0.0-22.0","","809.1000000238419","arrowdown","<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","60160","0.0-23.0","","772.5999999940395","arrowdown","<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","24","60665","0.0-24.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=864.8515535369336 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=700.6015535369336 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=543.6484464630664 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=379.3984464630664 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","25","60823","0.0-25.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","61213","0.0-26.0","","386.59999999403954","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","true","true","false","192.75","6","545.032","125.28750000000001","3.89","1","0","","",""
"html-keyboard-response","27","61716","0.0-27.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=829.5375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=578.9625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","28","61874","0.0-28.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1215.0375 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=665.2875 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.4625 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=414.7125 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","62545","0.0-29.0","","668.7000000178814","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1215.0375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.4625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","false","true","false","192.75","6","545.032","125.28750000000001","3.89","1","0","","",""
"html-keyboard-response","30","63049","0.0-30.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1215.0375 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=665.2875 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.4625 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=414.7125 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","31","63207","0.0-31.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1215.0375 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=665.2875 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.4625 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=414.7125 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
