"trial_type","trial_index","time_elapsed","internal_node_id","rt","response","success","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"html-keyboard-response","10","144427","0.0-10.0","14209.099999999627","arrowup","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,356.4369061348225 391.4566395111949,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","QK4JQKpOu241j0RH","143.5135","2.6","true","true","false","220.79","4","691.758","","","","","","",""
"html-keyboard-response","11","144953","0.0-11.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,356.4369061348225 391.4566395111949,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","12","145126","0.0-12.0","155.29999999981374","arrowdown","","
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=840.79 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=984.3035 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=527.5135 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.2764999999999 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=240.4865 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,356.4369061348225 833.0366395111948,356.4369061348225"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","148617","0.0-13.0","3481.6999999997206","arrowup","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=984.3035 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.2764999999999 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,356.4369061348225 833.0366395111948,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","QK4JQKpOu241j0RH","143.5135","2.6","false","true","false","220.79","4","691.758","","","","","","",""
"html-keyboard-response","14","149143","0.0-14.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=984.3035 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.2764999999999 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,356.4369061348225 833.0366395111948,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","149332","0.0-15.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=399.21000000000004 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","16","158556","0.0-16.0","9215.099999999627","arrowdown","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","QK4JQKpOu241j0RH","143.5135","2.6","true","false","false","220.79","4","691.758","","","","","","",""
"html-keyboard-response","17","159073","0.0-17.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","18","159252","0.0-18.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=399.21000000000004 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=529.6768181818181 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=514.4668181818181 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=268.7431818181819 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=253.53318181818184 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","19","159889","0.0-19.0","630.1000000000931","arrowdown","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=529.6768181818181 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=514.4668181818181 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=268.7431818181819 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=253.53318181818184 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","QK4JQKpOu241j0RH","130.46681818181816","2.36","true","false","false","220.79","4","691.758","","","","","","",""
"html-keyboard-response","20","160412","0.0-20.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=529.6768181818181 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=514.4668181818181 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=268.7431818181819 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=253.53318181818184 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","21","160581","0.0-21.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=840.79 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=959.3961983471074 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=502.6061983471074 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=722.1838016528925 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=265.3938016528926 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,356.4369061348225 833.0366395111948,356.4369061348225"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","22","161155","0.0-22.0","560.8999999999069","arrowup","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=959.3961983471074 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=502.6061983471074 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=722.1838016528925 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=265.3938016528926 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,356.4369061348225 833.0366395111948,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","QK4JQKpOu241j0RH","118.60619834710741","2.15","false","true","false","220.79","4","691.758","","","","","","",""
"html-keyboard-response","23","171280","0.0-23.0","10118.69999999972","arrowdown","","<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","24","182427","0.0-24.0","11136.100000000093","arrowdown","","<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","25","182935","0.0-25.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=517.8161983471075 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=502.6061983471074 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=280.6038016528926 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=265.3938016528926 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,411.5630938651775 391.4566395111949,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","183093","0.0-26.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=840.79 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=984.3035 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=527.5135 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.2764999999999 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=240.4865 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,411.5630938651775 833.0366395111948,411.5630938651775"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","27","183756","0.0-27.0","657.2000000001863","arrowdown","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=984.3035 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.2764999999999 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,411.5630938651775 833.0366395111948,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","QK4JQKpOu241j0RH","","","false","false","false","220.79","4","691.758","143.5135","2.6","1","0","","",""
"html-keyboard-response","28","184277","0.0-28.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=984.3035 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.2764999999999 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=840.79 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""840.79,384 848.5433604888051,411.5630938651775 833.0366395111948,411.5630938651775"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","184447","0.0-29.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=399.21000000000004 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,356.4369061348225 391.4566395111949,356.4369061348225"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","30","184860","0.0-30.0","406.29999999981374","arrowup","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,356.4369061348225 391.4566395111949,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","QK4JQKpOu241j0RH","","","true","true","false","220.79","4","691.758","143.5135","2.6","1","0","","",""
"html-keyboard-response","31","185370","0.0-31.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=19.294165705624263 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.7235000000001 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=527.5135 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=255.69650000000004 cy=384 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=399.21000000000004 cy=240.4865 r=27.56309386517752 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""399.21000000000004,384 406.96336048880517,356.4369061348225 391.4566395111949,356.4369061348225"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
