,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
11,html-keyboard-response,11,194750,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=922.2304999999999 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=503.0605 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.1095 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=264.9395 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,361.13252862465816 796.7374946394732,361.13252862465816"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
12,html-keyboard-response,12,194906,0.0-12.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=803.17 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,361.13252862465816 796.7374946394732,361.13252862465816"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,22
13,html-keyboard-response,13,195592,0.0-13.0,684.2000000476837,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,361.13252862465816 796.7374946394732,361.13252862465816"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,False,lLwnYe5CakH1TgfS,133.5301144986327,2.91,False,True,False,183.17,4.0,601.49,,,,,,,,22
14,html-keyboard-response,14,196110,0.0-14.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,361.13252862465816 796.7374946394732,361.13252862465816"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
15,html-keyboard-response,15,196265,0.0-15.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=803.17 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,22
16,html-keyboard-response,16,197153,0.0-16.0,886.2999999523163,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,lLwnYe5CakH1TgfS,133.5301144986327,2.91,False,False,False,183.17,4.0,601.49,,,,,,,,22
17,html-keyboard-response,17,197665,0.0-17.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
18,html-keyboard-response,18,197821,0.0-18.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=803.17 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,22
19,html-keyboard-response,19,198403,0.0-19.0,580.8999999761581,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,lLwnYe5CakH1TgfS,133.5301144986327,2.91,False,False,False,183.17,4.0,601.49,,,,,,,,22
20,html-keyboard-response,20,198909,0.0-20.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=936.7001144986327 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=669.6398855013672 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
21,html-keyboard-response,21,199065,0.0-21.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=436.83000000000004 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=570.3601144986328 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=517.5301144986327 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=303.2998855013673 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=250.4698855013673 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""436.83000000000004,384 443.2625053605268,406.86747137534184 430.3974946394733,406.86747137534184"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,22
22,html-keyboard-response,22,200126,0.0-22.0,1059.5999999046326,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=570.3601144986328 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=303.2998855013673 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""436.83000000000004,384 443.2625053605268,406.86747137534184 430.3974946394733,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,False,lLwnYe5CakH1TgfS,133.5301144986327,2.91,True,False,False,183.17,4.0,601.49,,,,,,,,22
23,html-keyboard-response,23,205754,0.0-23.0,5625.899999976158,arrowdown,,"<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
24,html-keyboard-response,24,218976,0.0-24.0,13219.599999904633,arrowdown,,"<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
25,html-keyboard-response,25,219486,0.0-25.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=570.3601144986328 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=517.5301144986327 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=303.2998855013673 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=250.4698855013673 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""436.83000000000004,384 443.2625053605268,406.86747137534184 430.3974946394733,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
26,html-keyboard-response,26,219642,0.0-26.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=436.83000000000004 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=555.8905 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=503.0605 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=317.76950000000005 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=264.9395 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""436.83000000000004,384 443.2625053605268,361.13252862465816 430.3974946394733,361.13252862465816"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,22
27,html-keyboard-response,27,220225,0.0-27.0,580.3999999761581,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=555.8905 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=503.0605 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=317.76950000000005 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=264.9395 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""436.83000000000004,384 443.2625053605268,361.13252862465816 430.3974946394733,361.13252862465816"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,lLwnYe5CakH1TgfS,,,True,True,False,183.17,4.0,601.49,119.0605,2.6,1.0,0.0,,,,22
28,html-keyboard-response,28,220741,0.0-28.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=555.8905 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=503.0605 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=317.76950000000005 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=436.83000000000004 cy=264.9395 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""436.83000000000004,384 443.2625053605268,361.13252862465816 430.3974946394733,361.13252862465816"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
29,html-keyboard-response,29,220896,0.0-29.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=803.17 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=922.2304999999999 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=503.0605 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.1095 cy=384 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=264.9395 r=22.86747137534182 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,22
30,html-keyboard-response,30,221283,0.0-30.0,384.60000002384186,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=922.2304999999999 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=503.0605 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.1095 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=264.9395 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,lLwnYe5CakH1TgfS,,,False,False,False,183.17,4.0,601.49,119.0605,2.6,1.0,0.0,,,,22
31,html-keyboard-response,31,221800,0.0-31.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.007229962739274 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=922.2304999999999 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=503.0605 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.1095 cy=384 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.17 cy=264.9395 r=22.86747137534182 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""803.17,384 809.6025053605267,406.86747137534184 796.7374946394732,406.86747137534184"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
