,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
11,html-keyboard-response,11,139422,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=618.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=476.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,463.6705431271582 543.654544571046,463.6705431271582"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
12,html-keyboard-response,12,139576,0.0-12.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=547.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=618.675 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=521.175 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=476.325 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=378.825 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,463.6705431271582 543.654544571046,463.6705431271582"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
13,html-keyboard-response,13,140078,0.0-13.0,501.10000002384186,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=618.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=476.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,463.6705431271582 543.654544571046,463.6705431271582"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,p17gKbbNI6EjdyaI,71.175,2.6,True,False,True,109.5,4.0,488.002,,,,,,,,19
14,html-keyboard-response,14,140580,0.0-14.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=618.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=476.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,463.6705431271582 543.654544571046,463.6705431271582"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
15,html-keyboard-response,15,140733,0.0-15.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=766.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
16,html-keyboard-response,16,141142,0.0-16.0,407.7000000476837,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,p17gKbbNI6EjdyaI,71.175,2.6,False,True,True,109.5,4.0,488.002,,,,,,,,19
17,html-keyboard-response,17,141645,0.0-17.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
18,html-keyboard-response,18,141799,0.0-18.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=547.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=612.2045454545455 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=514.7045454545455 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=482.79545454545456 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=385.29545454545456 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,436.3294568728418 543.654544571046,436.3294568728418"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
19,html-keyboard-response,19,142109,0.0-19.0,309.2000000476837,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=612.2045454545455 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=514.7045454545455 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=482.79545454545456 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=385.29545454545456 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,436.3294568728418 543.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,False,p17gKbbNI6EjdyaI,64.70454545454545,2.36,True,True,True,109.5,4.0,488.002,,,,,,,,19
20,html-keyboard-response,20,142611,0.0-20.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=612.2045454545455 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=514.7045454545455 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=482.79545454545456 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=385.29545454545456 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,436.3294568728418 543.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
21,html-keyboard-response,21,142765,0.0-21.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=547.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=629.6589137456835 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=532.1589137456835 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=465.3410862543165 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=367.8410862543165 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,436.3294568728418 543.654544571046,436.3294568728418"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
22,html-keyboard-response,22,143181,0.0-22.0,415.7000000476837,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=629.6589137456835 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=532.1589137456835 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=465.3410862543165 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=367.8410862543165 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,436.3294568728418 543.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,p17gKbbNI6EjdyaI,82.1589137456835,3.0,True,True,True,109.5,4.0,488.002,,,,,,,,19
23,html-keyboard-response,23,146166,0.0-23.0,2984.100000023842,arrowdown,,"<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
24,html-keyboard-response,24,152751,0.0-24.0,6584.600000023842,arrowdown,,"<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
25,html-keyboard-response,25,153255,0.0-25.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=629.6589137456835 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=532.1589137456835 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=465.3410862543165 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.5 cy=367.8410862543165 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""547.5,450 551.345455428954,463.6705431271582 543.654544571046,463.6705431271582"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
26,html-keyboard-response,26,153410,0.0-26.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=766.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
27,html-keyboard-response,27,153749,0.0-27.0,338.10000002384186,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,p17gKbbNI6EjdyaI,,,False,True,True,109.5,4.0,488.002,71.175,2.6,1.0,0.0,,,,19
28,html-keyboard-response,28,154252,0.0-28.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
29,html-keyboard-response,29,154407,0.0-29.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=766.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
30,html-keyboard-response,30,154853,0.0-30.0,445.2999999523163,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,p17gKbbNI6EjdyaI,,,False,True,True,109.5,4.0,488.002,71.175,2.6,1.0,0.0,,,,19
31,html-keyboard-response,31,155356,0.0-31.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
32,html-keyboard-response,32,155511,0.0-32.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=9.56938018901077 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=766.5 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=837.675 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=521.175 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=695.325 cy=450 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=766.5 cy=378.825 r=13.670543127158245 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""766.5,450 770.345455428954,436.3294568728418 762.654544571046,436.3294568728418"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
