,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
11,html-keyboard-response,11,406634,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=923.897 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=503.717 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.4630000000001 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=264.283 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""804.1800000000001,384 810.6478105473012,406.99298084680174 797.7121894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
12,html-keyboard-response,12,406791,0.0-12.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=435.82 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,361.00701915319826 429.3521894526989,361.00701915319826"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,24
13,html-keyboard-response,13,407443,0.0-13.0,648.8000000119209,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,361.00701915319826 429.3521894526989,361.00701915319826"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,29WmGHwoMXuxRb4r,133.02807661279294,2.89,True,True,False,184.18,4.0,602.036,,,,,,,,24
14,html-keyboard-response,14,407953,0.0-14.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,361.00701915319826 429.3521894526989,361.00701915319826"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
15,html-keyboard-response,15,408111,0.0-15.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=435.82 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,24
16,html-keyboard-response,16,408554,0.0-16.0,439.3000000119209,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,29WmGHwoMXuxRb4r,133.02807661279294,2.89,True,False,False,184.18,4.0,602.036,,,,,,,,24
17,html-keyboard-response,17,409072,0.0-17.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
18,html-keyboard-response,18,409230,0.0-18.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=435.82 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,24
19,html-keyboard-response,19,409533,0.0-19.0,299.39999997615814,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,29WmGHwoMXuxRb4r,133.02807661279294,2.89,True,False,False,184.18,4.0,602.036,,,,,,,,24
20,html-keyboard-response,20,410051,0.0-20.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=568.848076612793 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=517.0280766127929 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=302.791923387207 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=250.97192338720706 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
21,html-keyboard-response,21,410208,0.0-21.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=804.1800000000001 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=925.1146151025391 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=504.93461510253906 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=683.245384897461 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=263.06538489746094 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""804.1800000000001,384 810.6478105473012,361.00701915319826 797.7121894526989,361.00701915319826"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,24
22,html-keyboard-response,22,410682,0.0-22.0,469.5,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=925.1146151025391 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=504.93461510253906 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=683.245384897461 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=263.06538489746094 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""804.1800000000001,384 810.6478105473012,361.00701915319826 797.7121894526989,361.00701915319826"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,29WmGHwoMXuxRb4r,120.93461510253904,2.62,False,True,False,184.18,4.0,602.036,,,,,,,,24
23,html-keyboard-response,23,424927,0.0-23.0,14242.900000035765,arrowdown,,"<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
24,html-keyboard-response,24,440917,0.0-24.0,15986.100000023842,arrowdown,,"<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
25,html-keyboard-response,25,441430,0.0-25.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=556.754615102539 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=504.93461510253906 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=314.885384897461 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=263.06538489746094 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
26,html-keyboard-response,26,441599,0.0-26.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=804.1800000000001 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=923.897 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=503.717 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.4630000000001 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=264.283 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""804.1800000000001,384 810.6478105473012,406.99298084680174 797.7121894526989,406.99298084680174"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,24
27,html-keyboard-response,27,441992,0.0-27.0,391.0,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=923.897 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=503.717 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.4630000000001 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=264.283 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""804.1800000000001,384 810.6478105473012,406.99298084680174 797.7121894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,29WmGHwoMXuxRb4r,,,False,False,False,184.18,4.0,602.036,119.717,2.6,1.0,0.0,,,,24
28,html-keyboard-response,28,442507,0.0-28.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=923.897 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=503.717 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=684.4630000000001 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=804.1800000000001 cy=264.283 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""804.1800000000001,384 810.6478105473012,406.99298084680174 797.7121894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
29,html-keyboard-response,29,442664,0.0-29.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=435.82 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=555.537 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=503.717 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=316.10299999999995 cy=384 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=264.283 r=22.992980846801764 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,24
30,html-keyboard-response,30,443155,0.0-30.0,488.6999999880791,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=555.537 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=503.717 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=316.10299999999995 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=264.283 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,29WmGHwoMXuxRb4r,,,True,False,False,184.18,4.0,602.036,119.717,2.6,1.0,0.0,,,,24
31,html-keyboard-response,31,443657,0.0-31.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=16.095086592761234 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=555.537 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=503.717 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=316.10299999999995 cy=384 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=435.82 cy=264.283 r=22.992980846801764 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""435.82,384 442.2878105473011,406.99298084680174 429.3521894526989,406.99298084680174"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
