,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
13,html-keyboard-response,13,290451,0.0-13.0,439.7999999523163,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1217.8590000000002 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1091.46 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=965.061 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1091.46 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1091.46,540 1098.2889539507453,564.2768408636673 1084.6310460492548,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,wxUg6WXLxZOaKJqH,126.39900000000002,2.6,False,False,True,194.46,4.0,580.1479999999999,,,,,,,,21
14,html-keyboard-response,14,290953,0.0-14.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1217.8590000000002 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1091.46 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=965.061 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1091.46 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1091.46,540 1098.2889539507453,564.2768408636673 1084.6310460492548,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
15,html-keyboard-response,15,291105,0.0-15.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=702.54 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,21
16,html-keyboard-response,16,291388,0.0-16.0,280.5,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,wxUg6WXLxZOaKJqH,126.39900000000002,2.6,True,False,True,194.46,4.0,580.1479999999999,,,,,,,,21
17,html-keyboard-response,17,291890,0.0-17.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
18,html-keyboard-response,18,292043,0.0-18.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=702.54 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=817.4481818181818 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=654.9081818181818 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=587.6318181818182 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=425.0918181818182 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,515.7231591363327 695.7110460492547,515.7231591363327"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,21
19,html-keyboard-response,19,292500,0.0-19.0,454.8999999761581,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=817.4481818181818 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=654.9081818181818 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=587.6318181818182 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=425.0918181818182 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,515.7231591363327 695.7110460492547,515.7231591363327"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,wxUg6WXLxZOaKJqH,114.90818181818182,2.36,True,True,True,194.46,4.0,580.1479999999999,,,,,,,,21
20,html-keyboard-response,20,293001,0.0-20.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=817.4481818181818 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=654.9081818181818 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=587.6318181818182 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=425.0918181818182 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,515.7231591363327 695.7110460492547,515.7231591363327"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
21,html-keyboard-response,21,293155,0.0-21.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=702.54 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=807.0019834710744 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=644.4619834710744 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=598.0780165289256 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=435.5380165289256 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,21
22,html-keyboard-response,22,293531,0.0-22.0,374.8999999761581,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=807.0019834710744 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=644.4619834710744 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=598.0780165289256 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=435.5380165289256 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,wxUg6WXLxZOaKJqH,104.46198347107438,2.15,True,False,True,194.46,4.0,580.1479999999999,,,,,,,,21
23,html-keyboard-response,23,301868,0.0-23.0,8335.599999964237,arrowdown,,"<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
24,html-keyboard-response,24,309996,0.0-24.0,8126.699999988079,arrowdown,,"<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
25,html-keyboard-response,25,310499,0.0-25.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=807.0019834710744 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=644.4619834710744 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=598.0780165289256 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=435.5380165289256 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
26,html-keyboard-response,26,310651,0.0-26.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=702.54 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,21
27,html-keyboard-response,27,310891,0.0-27.0,239.0,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,True,wxUg6WXLxZOaKJqH,,,True,False,True,194.46,4.0,580.1479999999999,126.39900000000002,2.6,1.0,0.0,,,,21
28,html-keyboard-response,28,311393,0.0-28.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,564.2768408636673 695.7110460492547,564.2768408636673"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
29,html-keyboard-response,29,311545,0.0-29.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=702.54 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,515.7231591363327 695.7110460492547,515.7231591363327"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,21
30,html-keyboard-response,30,311739,0.0-30.0,191.5,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,515.7231591363327 695.7110460492547,515.7231591363327"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,get_response,False,wxUg6WXLxZOaKJqH,,,True,True,True,194.46,4.0,580.1479999999999,126.39900000000002,2.6,1.0,0.0,,,,21
31,html-keyboard-response,31,312241,0.0-31.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.993788604567115 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=828.939 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=666.399 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=576.141 cy=540 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=702.54 cy=413.601 r=24.276840863667307 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""702.54,540 709.3689539507452,515.7231591363327 695.7110460492547,515.7231591363327"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
